epoch,step,test_acuracia,test_dataset_iou,test_f1_score,test_loss,train_acuracia,train_dataset_iou,train_f1_score,train_loss_epoch,train_loss_step,val_loss,valid_acuracia,valid_dataset_iou,valid_f1_score
0,0,,,,,,,,,1.7643332481384277,,,,
0,1,,,,,,,,,1.5138051509857178,,,,
0,2,,,,,,,,,1.3991602659225464,,,,
0,3,,,,,,,,,1.1776219606399536,,,,
0,4,,,,,,,,,1.3143788576126099,,,,
0,5,,,,,,,,,1.1747238636016846,,,,
0,6,,,,,,,,,1.070292353630066,,,,
0,7,,,,,,,,,1.014648675918579,,,,
0,8,,,,,,,,,0.9435228109359741,,,,
0,9,,,,,,,,,0.9393860697746277,,,,
0,10,,,,,,,,,0.9249122142791748,,,,
0,11,,,,,,,,,1.0092978477478027,,,,
0,12,,,,,,,,,0.7977714538574219,,,,
0,13,,,,,,,,,0.7798109650611877,,,,
0,14,,,,,,,,,0.8165260553359985,,,,
0,15,,,,,,,,,0.7469744682312012,,,,
0,16,,,,,,,,,0.6258336901664734,,,,
0,17,,,,,,,,,0.8079327940940857,,,,
0,18,,,,,,,,,0.69813072681427,,,,
0,19,,,,,,,,,0.7349638342857361,,,,
0,20,,,,,,,,,0.7375218868255615,,,,
0,21,,,,,,,,,0.6576082706451416,,,,
0,22,,,,,,,,,0.6690919995307922,,,,
0,23,,,,,,,,,0.6593263745307922,,,,
0,24,,,,,,,,,0.603735625743866,,,,
0,25,,,,,,,,,0.7039080262184143,,,,
0,26,,,,,,,,,0.6772168874740601,,,,
0,27,,,,,,,,,0.6475423574447632,,,,
0,28,,,,,,,,,0.5381268262863159,,,,
0,29,,,,,,,,,0.7757959961891174,,,,
0,30,,,,,,,,,0.5405912399291992,,,,
0,31,,,,,,,,,0.6870582103729248,,,,
0,32,,,,,,,,,0.5959405899047852,,,,
0,33,,,,,,,,,0.5292693972587585,,,,
0,34,,,,,,,,,0.4476938843727112,,,,
0,35,,,,,,,,,0.6427997946739197,,,,
0,36,,,,,,,,,0.8045225739479065,,,,
0,37,,,,,,,,,0.5915648341178894,,,,
0,38,,,,,,,,,0.4982627034187317,,,,
0,39,,,,,,,,,0.5806334614753723,,,,
0,40,,,,,,,,,0.46849799156188965,,,,
0,41,,,,,,,,,0.487199991941452,,,,
0,42,,,,,,,,,0.4805196225643158,,,,
0,43,,,,,,,,,0.5709776282310486,,,,
0,44,,,,,,,,,0.4735656976699829,,,,
0,45,,,,,,,,,0.5211763381958008,,,,
0,46,,,,,,,,,0.6021011471748352,,,,
0,47,,,,,,,,,0.5140421986579895,,,,
0,48,,,,,,,,,0.5186618566513062,,,,
0,49,,,,,,,,,0.5047721266746521,,,,
0,50,,,,,,,,,0.4750572443008423,,,,
0,51,,,,,,,,,0.5706832408905029,,,,
0,52,,,,,,,,,0.5263698101043701,,,,
0,53,,,,,,,,,0.5635444521903992,,,,
0,54,,,,,,,,,0.5507451295852661,,,,
0,55,,,,,,,,,0.5508508086204529,,,,
0,56,,,,,,,,,0.5657742023468018,,,,
0,57,,,,,,,,,0.6153755784034729,,,,
0,58,,,,,,,,,0.44656381011009216,,,,
0,59,,,,,,,,,0.5634896755218506,,,,
0,60,,,,,,,,,0.3843056857585907,,,,
0,61,,,,,,,,,0.4827367961406708,,,,
0,62,,,,,,,,,0.6412149667739868,,,,
0,63,,,,,,,,,0.5455206036567688,,,,
0,64,,,,,,,,,0.49974575638771057,,,,
0,65,,,,,,,,,0.5331100821495056,,,,
0,66,,,,,,,,,0.5826669335365295,,,,
0,67,,,,,,,,,0.49650025367736816,,,,
0,68,,,,,,,,,0.4854908883571625,,,,
0,69,,,,,,,,,0.4753691256046295,,,,
0,70,,,,,,,,,0.5478819012641907,,,,
0,71,,,,,,,,,0.5468100905418396,,,,
0,72,,,,,,,,,0.6040656566619873,,,,
0,73,,,,,,,,,0.6932460069656372,,,,
0,74,,,,,,,,,0.5146852135658264,,,,
0,75,,,,,,,,,0.4537847340106964,,,,
0,76,,,,,,,,,0.5416161417961121,,,,
0,77,,,,,,,,,0.5142970085144043,,,,
0,78,,,,,,,,,0.4996702969074249,,,,
0,79,,,,,,,,,0.42577916383743286,,,,
0,80,,,,,,,,,0.40996551513671875,,,,
0,81,,,,,,,,,0.6104813814163208,,,,
0,82,,,,,,,,,0.49979352951049805,,,,
0,83,,,,,,,,,0.4937721788883209,,,,
0,84,,,,,,,,,0.4189273416996002,,,,
0,85,,,,,,,,,0.4373681843280792,,,,
0,86,,,,,,,,,0.4697447419166565,,,,
0,87,,,,,,,,,0.6565214395523071,,,,
0,88,,,,,,,,,0.5300502777099609,,,,
0,89,,,,,,,,,0.513218104839325,,,,
0,90,,,,,,,,,0.4726317822933197,,,,
0,91,,,,,,,,,0.3725452423095703,,,,
0,92,,,,,,,,,0.4501882791519165,,,,
0,93,,,,,,,,,0.4322076141834259,,,,
0,94,,,,,,,,,0.5910152792930603,,,,
0,95,,,,,,,,,0.5047842264175415,,,,
0,96,,,,,,,,,0.48413389921188354,,,,
0,97,,,,,,,,,0.6268481016159058,,,,
0,98,,,,,,,,,0.5005531907081604,,,,
0,99,,,,,,,,,0.5903304815292358,,,,
0,100,,,,,,,,,0.4250873625278473,,,,
0,101,,,,,,,,,0.576213538646698,,,,
0,102,,,,,,,,,0.5725148320198059,,,,
0,103,,,,,,,,,0.4339483976364136,,,,
0,104,,,,,,,,,0.4837280511856079,,,,
0,105,,,,,,,,,0.5045658349990845,,,,
0,106,,,,,,,,,0.5073071122169495,,,,
0,107,,,,,,,,,0.38440242409706116,,,,
0,108,,,,,,,,,0.45742684602737427,,,,
0,109,,,,,,,,,0.4845600426197052,,,,
0,110,,,,,,,,,0.38119593262672424,,,,
0,111,,,,,,,,,0.4721788465976715,,,,
0,112,,,,,,,,,0.4795074164867401,,,,
0,113,,,,,,,,,0.4356227219104767,,,,
0,114,,,,,,,,,0.6052658557891846,,,,
0,115,,,,,,,,,0.3702108561992645,,,,
0,116,,,,,,,,,0.28675130009651184,,,,
0,117,,,,,,,,,0.40676358342170715,,,,
0,118,,,,,,,,,0.6027440428733826,,,,
0,119,,,,,,,,,0.40083640813827515,,,,
0,120,,,,,,,,,0.4058317244052887,,,,
0,121,,,,,,,,,0.36694589257240295,,,,
0,122,,,,,,,,,0.4104512333869934,,,,
0,123,,,,,,,,,0.624620795249939,,,,
0,124,,,,,,,,,0.5477370023727417,,,,
0,125,,,,,,,,,0.433397501707077,,,,
0,126,,,,,,,,,0.4052133560180664,,,,
0,127,,,,,,,,,0.48560547828674316,,,,
0,128,,,,,,,,,0.3644731044769287,,,,
0,129,,,,,,,,,0.48359251022338867,,,,
0,130,,,,,,,,,0.5553613901138306,,,,
0,131,,,,,,,,,0.5178555846214294,,,,
0,132,,,,,,,,,0.5615979433059692,,,,
0,133,,,,,,,,,0.5163908004760742,,,,
0,134,,,,,,,,,0.4650301933288574,,,,
0,135,,,,,,,,,0.36727374792099,,,,
0,136,,,,,,,,,0.41989007592201233,,,,
0,137,,,,,,,,,0.4629579186439514,,,,
0,138,,,,,,,,,0.3980714678764343,,,,
0,139,,,,,,,,,0.4860173165798187,,,,
0,140,,,,,,,,,0.3935182988643646,,,,
0,141,,,,,,,,,0.4697307348251343,,,,
0,142,,,,,,,,,0.4318870007991791,,,,
0,143,,,,,,,,,0.35296493768692017,,,,
0,144,,,,,,,,,0.40239977836608887,,,,
0,145,,,,,,,,,0.3803071677684784,,,,
0,146,,,,,,,,,0.41478607058525085,,,,
0,147,,,,,,,,,0.49660709500312805,,,,
0,148,,,,,,,,,0.3834371268749237,,,,
0,149,,,,,,,,,0.3246014714241028,,,,
0,150,,,,,,,,,0.473066508769989,,,,
0,151,,,,,,,,,0.3535568416118622,,,,
0,152,,,,,,,,,0.5515745878219604,,,,
0,153,,,,,,,,,0.3704991042613983,,,,
0,154,,,,,,,,,0.4273812174797058,,,,
0,155,,,,,,,,,0.33580249547958374,,,,
0,156,,,,,,,,,0.5399898290634155,,,,
0,157,,,,,,,,,0.42629122734069824,,,,
0,158,,,,,,,,,0.4088023900985718,,,,
0,159,,,,,,,,,0.3751051425933838,,,,
0,160,,,,,,,,,0.39607393741607666,,,,
0,161,,,,,,,,,0.4696633815765381,,,,
0,162,,,,,,,,,0.46849697828292847,,,,
0,163,,,,,,,,,0.4038269519805908,,,,
0,164,,,,,,,,,0.5383246541023254,,,,
0,165,,,,,,,,,0.37872448563575745,,,,
0,166,,,,,,,,,0.48189201951026917,,,,
0,167,,,,,,,,,0.3570343852043152,,,,
0,168,,,,,,,,,0.3667653501033783,,,,
0,169,,,,,,,,,0.4589788019657135,,,,
0,170,,,,,,,,,0.45742177963256836,,,,
0,171,,,,,,,,,0.3270527124404907,,,,
0,172,,,,,,,,,0.4169151186943054,,,,
0,173,,,,,,,,,0.36900508403778076,,,,
